N,P,K,Soil_pH,Soil_Moisture,Soil_Type,Organic_Carbon,Electrical_Conductivity,Temperature,Humidity,Rainfall,Sunlight_Hours,Wind_Speed,Region,Altitude,Season,Irrigation_Type,Fertilizer_Used,Soil_pH_Bin,Altitude_Bin,Recommended_Crop
33,42,94,6.81,45.22,2,0.7,0.19,14.57,34.5,616.86,11.19,13.46,2,2320,0,0,155.2,2,2,Wheat
87,67,26,6.67,38.5,3,0.76,1.97,38.3,30.66,2379.57,10.06,9.99,1,1630,0,3,262.04,2,1,Rice
29,49,74,7.38,33.46,3,0.67,1.44,12.4,82.04,870.04,9.91,11.88,1,223,1,3,168.44,1,0,Wheat
133,73,18,7.32,35.03,2,0.33,1.91,30.76,58.21,642.62,7.65,15.91,2,2269,1,2,232.13,1,2,Millet
86,10,10,7.71,41.61,3,0.3,1.17,34.66,80.98,2982.45,6.27,10.38,1,2036,2,1,203.86,1,2,Rice
59,17,101,7.13,21.76,0,1.4,1.07,34.99,41.81,457.09,4.87,4.28,3,106,0,2,142.0,1,0,Millet
112,41,69,5.02,28.41,2,0.64,1.1,38.63,31.05,1372.01,8.25,10.23,0,132,0,1,116.4,0,0,Sugarcane
23,69,93,4.73,12.78,3,1.11,2.15,15.51,59.04,413.24,9.47,18.01,0,465,0,3,87.99,0,0,Cotton
34,61,118,5.51,42.39,1,0.61,1.47,39.54,81.89,2848.21,9.93,11.05,1,278,0,3,240.44,0,0,Rice
106,19,28,6.68,41.29,2,0.94,2.81,13.69,71.5,2312.09,7.17,13.77,3,619,0,1,131.9,2,0,Wheat
61,43,84,6.82,12.1,2,1.04,0.5,22.42,69.31,1451.56,4.95,9.7,0,1343,2,2,266.79,2,1,Cotton
83,79,25,7.91,34.05,2,0.99,0.25,14.1,60.02,2625.96,4.91,9.74,4,1239,1,2,166.7,1,1,Wheat
58,57,98,4.56,44.18,0,0.58,1.7,38.06,72.41,2627.02,6.29,10.61,0,1871,2,3,325.72,0,2,Rice
30,38,81,6.82,51.09,0,0.54,0.91,33.56,33.64,394.34,9.0,19.55,1,515,0,3,200.12,2,0,Millet
88,40,76,7.66,22.32,2,1.02,1.7,25.67,85.31,877.91,7.13,19.66,0,466,2,0,302.34,1,0,Barley
99,53,88,4.98,12.14,3,0.53,0.56,37.19,33.57,1595.86,9.58,7.51,0,1688,2,0,211.69,0,2,Rice
156,86,99,7.63,38.05,3,1.3,1.19,37.34,77.17,710.35,7.5,17.94,4,1862,0,1,186.06,1,2,Millet
22,21,53,4.98,41.98,2,1.0,2.84,20.3,53.03,2648.41,10.84,8.75,4,919,2,2,52.57,0,1,Rice
132,16,10,4.72,32.62,1,1.4,0.19,37.77,31.02,2783.7,9.93,7.37,3,109,0,0,348.9,0,0,Rice
126,54,93,7.97,42.19,1,1.24,1.34,38.54,76.08,355.3,11.23,5.41,1,496,2,3,62.65,1,0,Millet
57,66,73,6.44,46.64,1,0.65,0.68,24.68,60.69,550.24,11.97,10.75,3,2113,2,1,121.09,2,2,Potato
104,78,46,4.52,23.62,0,1.5,0.11,38.23,49.08,1261.3,11.46,7.36,1,241,2,2,306.2,0,0,Sugarcane
107,69,71,8.1,29.18,3,1.0,1.35,16.64,77.21,2433.61,4.5,19.32,3,2445,2,1,109.98,1,2,Wheat
56,41,24,5.14,58.36,2,0.24,1.9,39.37,81.76,232.95,10.62,12.54,2,627,1,3,78.35,0,0,Millet
31,24,26,5.81,48.6,2,0.21,1.5,22.73,37.1,486.45,11.83,12.64,4,1807,1,1,99.55,0,2,Cotton
159,77,106,4.91,16.53,1,0.23,1.68,23.17,86.01,1164.4,4.96,14.89,1,1576,0,3,328.4,0,1,Sugarcane
21,27,33,8.46,23.42,2,1.25,1.23,14.25,86.29,2241.77,4.18,11.64,2,1748,2,2,121.05,1,2,Wheat
32,38,34,5.96,24.76,1,0.53,2.21,35.86,89.02,1354.8,5.13,6.21,1,1534,0,2,190.41,0,1,Wheat
105,15,16,4.78,23.26,2,0.49,1.18,34.46,78.96,1831.31,11.41,9.14,4,2123,0,1,238.06,0,2,Rice
86,12,22,7.0,53.85,0,0.43,1.79,35.35,39.83,241.98,8.98,5.81,4,1317,2,3,92.16,2,1,Millet
51,78,87,4.6,25.63,3,0.76,1.66,18.48,55.77,2634.73,7.97,12.91,1,644,2,1,135.22,0,0,Cotton
20,22,32,6.31,42.08,2,0.88,1.04,15.24,60.12,321.8,5.67,19.51,4,2291,1,1,245.44,2,2,Wheat
46,36,81,7.8,10.65,0,1.45,1.85,32.74,65.89,867.33,6.16,8.59,3,802,2,3,203.51,1,0,Pulses
120,79,26,7.26,40.81,0,0.21,2.44,39.95,87.2,764.41,4.02,10.33,2,150,1,3,288.21,1,0,Millet
74,57,119,6.69,15.13,3,0.67,0.6,31.86,31.02,913.03,11.27,10.96,4,800,0,3,114.51,2,0,Millet
45,84,88,7.04,49.23,1,1.03,0.93,37.08,49.54,2607.29,4.68,1.22,0,1182,1,0,328.31,1,1,Rice
24,73,31,7.78,25.01,2,1.37,1.0,18.3,41.5,2858.3,11.81,19.05,2,534,1,3,177.66,1,0,Wheat
71,14,75,7.22,34.0,1,0.24,2.08,28.41,50.55,2841.0,10.02,6.04,1,1502,2,3,210.15,1,1,Rice
149,68,28,7.27,13.06,0,0.58,0.47,37.03,44.03,836.24,9.06,4.48,0,1291,1,3,325.75,1,1,Barley
133,66,104,8.39,12.73,2,0.41,0.75,16.98,30.79,2145.52,4.67,15.07,1,2235,2,1,252.07,1,2,Wheat
108,40,119,7.17,54.6,0,0.75,3.0,12.32,63.17,1431.07,8.14,10.0,2,1765,2,3,214.56,1,2,Wheat
70,75,63,6.1,28.58,2,0.85,0.3,25.72,73.39,2379.32,5.98,4.27,1,155,0,3,119.49,2,0,Rice
39,20,96,5.68,15.16,0,1.15,1.07,33.29,83.18,1296.16,7.41,17.05,1,1606,0,1,65.67,0,1,Maize
93,71,96,8.3,40.74,2,1.17,0.44,29.13,40.64,838.71,5.66,4.18,3,2493,2,0,68.6,1,2,Wheat
107,50,60,8.06,39.91,1,1.23,0.21,38.03,70.71,1786.38,7.52,17.04,4,716,1,2,255.51,1,0,Rice
96,51,78,7.78,48.69,3,1.14,0.39,21.06,37.35,1784.84,10.2,1.13,1,586,0,1,261.84,1,0,Rice
59,30,22,7.54,44.55,1,0.48,1.13,26.66,65.51,2123.07,9.67,17.17,1,2478,1,1,249.87,1,2,Rice
57,53,10,8.39,36.11,3,0.86,0.53,22.06,86.41,2335.52,11.56,3.71,1,1382,2,1,84.6,1,1,Rice
109,11,81,8.42,50.19,2,0.93,2.79,38.03,76.96,935.33,7.74,11.45,1,1687,1,2,55.27,1,2,Potato
58,45,82,4.68,48.04,1,0.54,1.9,10.34,57.11,2416.41,8.55,10.18,4,2026,2,3,201.79,0,2,Sugarcane
137,84,34,6.49,53.43,0,0.75,2.87,14.44,79.61,2144.18,8.53,1.64,1,694,1,1,245.79,2,0,Wheat
76,61,95,6.63,28.93,0,1.0,2.46,12.21,76.34,1600.47,5.71,16.7,3,1596,2,1,326.81,2,1,Wheat
73,81,81,5.84,24.66,2,0.92,1.69,33.86,87.26,2540.85,6.73,12.42,3,1482,0,3,332.95,0,1,Rice
50,21,16,5.59,13.21,1,0.76,1.19,15.57,46.47,800.02,9.11,13.39,0,1962,1,1,106.45,0,2,Wheat
61,35,119,7.07,13.55,0,0.42,0.83,39.72,68.46,397.97,8.11,1.22,0,1200,1,1,343.61,1,1,Millet
158,49,19,8.13,42.06,3,1.42,0.91,37.31,30.34,227.93,10.7,11.96,1,2266,1,0,321.27,1,2,Millet
111,73,47,4.91,18.36,1,0.81,1.56,26.22,44.52,1533.85,4.13,9.54,0,603,2,3,72.74,0,0,Rice
88,70,27,6.31,35.21,0,1.29,0.67,25.28,58.75,2845.77,7.87,13.41,4,547,0,3,296.41,2,0,Rice
134,27,97,5.74,19.94,1,1.32,2.07,38.55,49.7,492.87,7.52,11.33,4,514,0,2,269.16,0,0,Millet
131,28,34,7.34,22.33,3,1.37,2.25,32.53,33.96,2707.56,7.16,17.07,0,2146,1,3,177.94,1,2,Rice
99,60,113,5.21,14.35,1,1.41,2.13,24.69,89.3,736.92,7.1,12.41,0,2027,0,1,216.09,0,2,Maize
65,19,45,8.06,43.22,3,1.08,2.15,22.84,82.39,1772.17,11.88,14.88,4,2100,2,2,309.42,1,2,Rice
132,29,66,7.55,21.34,0,0.9,2.62,33.17,49.77,1932.54,6.04,17.51,3,854,1,3,53.03,1,1,Rice
124,25,28,7.24,25.93,2,0.59,0.57,33.85,44.19,1189.11,10.23,6.01,0,1040,1,0,208.87,1,1,Sugarcane
28,73,15,7.13,14.27,1,0.78,1.09,14.93,38.56,1065.63,5.85,1.09,0,187,0,3,145.79,1,0,Wheat
42,24,62,8.26,29.12,0,1.32,0.9,34.58,35.36,2566.24,7.61,19.0,2,1034,0,0,223.88,1,1,Rice
80,47,110,5.61,38.91,2,0.57,1.35,37.31,33.5,227.19,10.87,12.17,2,2059,0,0,84.34,0,2,Millet
96,52,113,8.43,16.18,0,1.33,2.63,19.53,66.75,288.23,5.12,13.72,3,1855,1,1,228.27,1,2,Wheat
48,89,105,5.05,37.25,2,0.2,0.66,11.9,75.77,1512.86,11.56,13.92,3,306,1,3,100.47,0,0,Potato
49,84,110,8.39,15.99,0,0.43,0.72,33.21,61.29,513.17,7.33,9.26,2,2007,2,1,186.87,1,2,Millet
151,74,39,7.11,39.24,0,1.18,1.63,20.69,78.43,2609.45,10.26,15.08,4,339,2,0,220.12,1,0,Rice
130,37,57,8.07,39.21,0,0.97,0.52,14.81,58.96,491.95,7.61,15.63,4,1652,2,1,339.84,1,1,Wheat
151,62,52,5.71,45.33,2,0.78,1.02,26.97,51.09,2174.27,8.55,15.97,4,731,1,0,154.86,0,0,Rice
48,58,24,4.53,38.7,3,0.63,0.6,13.54,45.08,684.96,4.12,13.81,4,1265,2,0,219.2,0,1,Cotton
33,81,24,4.72,47.99,3,0.67,0.83,19.02,32.58,1632.26,8.07,1.75,4,1088,0,2,53.89,0,1,Tomato
77,69,75,5.78,24.28,3,0.51,0.27,21.88,70.97,1448.29,5.52,8.23,3,512,1,2,74.3,0,0,Barley
27,37,64,5.22,25.88,0,1.19,0.51,35.78,43.06,2724.79,11.38,11.46,3,918,1,1,51.44,0,1,Rice
73,62,12,5.69,56.33,2,0.59,1.8,31.39,54.75,1692.6,6.06,15.85,1,573,2,3,311.64,0,0,Rice
84,77,78,7.77,38.98,2,0.78,0.49,14.57,67.0,2295.4,10.25,10.37,0,2472,0,1,270.52,1,2,Wheat
69,44,70,5.28,25.24,1,0.31,0.54,39.57,85.47,1835.11,6.41,5.89,0,1052,2,3,193.23,0,1,Rice
92,12,39,6.61,57.22,1,1.49,2.63,14.54,66.59,2074.65,7.15,2.01,3,840,0,3,291.24,2,1,Wheat
93,15,79,7.02,55.81,3,0.62,2.18,11.1,38.35,1859.55,4.58,18.28,0,76,2,0,62.42,1,0,Wheat
148,80,35,8.2,35.88,2,0.55,0.99,25.5,71.9,2109.58,6.8,5.2,1,2181,1,1,315.54,1,2,Rice
138,59,43,7.99,34.64,3,0.48,1.14,26.21,40.97,1391.69,11.06,10.81,2,2362,1,2,217.75,1,2,Sugarcane
66,12,97,4.82,39.87,0,0.81,1.85,12.74,45.33,2330.65,4.56,7.37,0,198,2,1,214.58,0,0,Tomato
158,36,16,7.55,36.33,1,0.66,2.12,31.15,74.55,2195.77,4.77,8.94,4,1766,0,3,292.25,1,2,Rice
55,61,96,5.88,24.99,1,0.93,2.27,25.96,34.69,2299.26,9.44,5.78,4,2324,1,0,232.52,0,2,Rice
99,35,24,6.93,37.61,2,0.34,2.86,11.48,61.84,2375.05,11.56,6.57,1,534,2,3,113.34,2,0,Wheat
72,33,77,7.64,33.05,3,0.56,1.86,11.7,80.45,2632.4,7.45,6.3,0,1034,0,2,158.92,1,1,Wheat
69,12,99,5.92,59.78,2,0.3,1.37,29.61,44.06,2968.64,5.91,18.77,4,1232,2,1,273.97,0,1,Rice
111,28,38,7.59,28.75,1,0.69,0.74,27.5,53.88,2782.91,7.8,5.97,2,1379,2,1,322.2,1,1,Rice
32,48,40,7.62,35.09,1,1.33,0.11,36.11,83.7,2991.71,6.11,16.84,0,1682,2,1,240.5,1,2,Rice
159,12,111,7.11,41.26,2,0.24,0.79,30.63,72.1,757.66,8.41,18.43,3,1240,0,3,92.34,1,1,Millet
154,23,75,7.17,42.82,1,1.37,2.23,37.51,51.1,2803.89,5.74,16.57,0,1274,1,0,50.68,1,1,Rice
27,64,114,6.54,44.83,2,1.31,2.36,23.17,72.03,2749.77,7.97,14.31,3,1228,1,0,120.39,2,1,Rice
131,80,22,7.0,51.32,2,1.38,1.14,36.75,80.38,929.7,8.47,17.61,2,2329,0,1,57.09,2,2,Rice
74,74,10,7.55,15.13,1,1.15,0.68,33.99,85.41,1074.17,4.46,14.33,4,1782,2,0,204.61,1,2,Wheat
103,72,53,5.22,33.29,0,0.25,1.83,29.75,63.49,2121.83,9.54,18.46,1,2160,2,1,304.67,0,2,Rice
151,34,81,6.2,52.26,3,1.17,2.18,33.74,74.76,2976.23,9.93,1.24,3,2114,2,0,67.93,2,2,Rice
133,49,74,7.88,10.41,3,1.43,1.69,26.22,89.85,1734.7,10.42,10.89,3,2282,0,2,210.3,1,2,Rice
92,37,113,6.49,52.08,3,0.89,1.5,11.87,72.63,2719.54,6.32,5.13,3,2257,0,2,274.35,2,2,Wheat
113,37,82,8.35,15.95,3,1.16,2.23,25.98,67.67,362.38,5.34,19.76,3,1718,2,0,176.02,1,2,Millet
103,16,38,5.61,17.11,2,1.28,0.79,20.23,36.38,2826.12,10.78,4.72,3,2145,2,0,103.63,0,2,Rice
151,28,51,5.98,14.61,3,0.47,0.52,32.81,35.1,1001.75,10.58,2.13,2,258,2,1,248.55,0,0,Sugarcane
27,57,10,6.81,17.5,2,1.43,2.02,35.17,50.57,1680.72,5.67,2.48,3,218,1,3,54.84,2,0,Rice
30,47,13,6.73,47.36,1,0.31,1.74,34.34,37.09,2223.01,9.1,19.85,3,1446,2,3,183.16,2,1,Rice
65,29,55,7.14,25.15,2,0.8,1.37,39.61,59.02,338.55,9.53,19.39,1,1308,0,1,314.49,1,1,Millet
32,83,92,7.76,39.39,3,1.47,0.63,37.32,69.63,874.02,7.36,19.89,0,28,2,0,291.06,1,0,Rice
89,76,109,4.58,37.73,1,0.52,1.74,30.38,73.64,2362.75,6.1,12.98,1,2198,1,2,141.6,0,2,Rice
117,16,88,6.97,48.07,1,1.27,0.19,14.38,52.05,1390.82,8.57,17.11,2,348,1,0,298.19,2,0,Wheat
109,43,10,7.26,59.85,2,0.94,2.12,35.45,87.99,674.69,9.5,11.6,4,790,2,0,272.09,1,0,Millet
45,32,111,6.44,35.82,1,0.85,2.24,39.75,75.69,2966.21,5.65,9.4,0,2084,0,0,330.58,2,2,Rice
45,62,34,7.04,25.64,3,1.48,1.99,33.87,89.35,2080.77,8.88,6.68,3,991,0,2,248.28,1,1,Rice
27,63,112,8.33,10.65,3,1.3,1.13,14.23,49.5,2596.22,5.5,5.02,4,2140,2,0,157.18,1,2,Wheat
32,60,26,7.79,34.64,3,0.96,0.19,23.48,37.48,1104.4,11.82,13.79,3,160,2,3,96.73,1,0,Sugarcane
114,45,67,6.73,41.2,2,1.2,1.5,20.52,46.7,1781.82,10.61,16.12,4,706,1,2,141.84,2,0,Rice
135,14,104,5.85,37.28,0,0.78,0.49,29.02,61.28,1948.56,5.52,8.34,0,635,1,2,82.95,0,0,Rice
41,64,57,7.67,34.21,1,1.05,1.23,27.97,86.29,1290.29,11.77,2.05,2,1624,2,1,62.35,1,1,Pulses
154,72,97,7.73,17.87,3,0.62,2.35,39.88,70.31,2718.4,9.35,11.56,0,327,2,0,202.64,1,0,Rice
109,37,27,7.64,15.22,3,0.9,0.26,32.02,60.06,2490.04,7.85,13.74,2,22,2,2,166.48,1,0,Rice
75,53,27,5.84,51.13,1,0.7,0.72,24.42,86.87,2487.47,11.07,12.43,3,2298,0,0,140.51,0,2,Rice
92,11,79,4.61,17.54,3,0.96,2.63,14.83,69.89,2941.96,5.48,19.2,2,1165,2,2,283.39,0,1,Tomato
132,52,21,6.59,26.39,3,0.4,0.31,22.77,34.12,639.03,11.73,16.43,2,2399,2,0,138.87,2,2,Millet
62,48,36,7.56,21.15,0,0.58,0.45,24.2,43.92,823.33,11.88,4.81,1,861,0,1,182.92,1,1,Pulses
139,36,72,6.97,22.12,2,1.3,2.63,39.2,36.71,1525.64,9.03,18.49,0,2294,2,0,200.98,2,2,Rice
140,29,73,7.17,15.85,3,0.49,1.72,37.72,40.16,363.24,6.89,8.73,4,187,1,1,310.56,1,0,Millet
78,34,59,7.83,36.56,3,1.23,0.99,33.65,53.59,2349.32,7.71,1.45,3,350,0,2,323.34,1,0,Rice
89,75,113,7.32,53.89,1,1.32,1.98,35.69,58.69,2545.96,7.15,6.74,3,1318,1,2,95.96,1,1,Rice
156,75,105,6.38,45.26,1,0.79,2.94,33.82,62.45,2476.09,5.4,3.75,3,1248,1,3,227.62,2,1,Rice
125,45,20,6.43,51.58,3,1.11,0.43,12.66,78.46,688.57,8.46,5.93,2,530,2,3,282.76,2,0,Wheat
62,67,56,6.91,28.25,1,0.25,2.48,25.94,71.55,1716.54,6.7,8.74,4,1967,0,2,148.1,2,2,Rice
61,81,88,8.5,11.07,0,0.71,0.44,26.59,88.24,2142.0,5.92,11.85,4,249,2,3,188.36,1,0,Rice
148,80,87,7.12,55.61,0,0.68,0.52,30.12,84.6,2759.19,7.41,16.07,0,2234,1,2,207.88,1,2,Rice
151,23,97,7.3,46.92,2,1.13,1.0,29.88,32.7,805.56,6.38,7.64,4,132,2,1,285.87,1,0,Tomato
121,48,80,4.62,40.96,0,0.8,2.4,12.67,42.7,1160.17,8.1,5.95,3,2246,1,0,343.68,0,2,Sugarcane
151,58,35,7.98,53.26,2,0.98,0.54,26.64,86.31,2221.64,4.1,17.26,0,624,0,3,150.81,1,0,Rice
155,11,43,4.7,32.38,1,0.46,2.67,22.46,40.19,2361.93,10.64,5.45,1,1644,0,0,258.83,0,1,Rice
54,44,28,6.5,43.29,0,1.35,1.03,38.59,51.98,1600.48,8.31,15.51,0,2266,0,1,296.91,2,2,Rice
151,70,22,5.31,35.06,2,1.27,1.31,27.05,32.97,748.05,8.76,7.78,4,1058,0,2,80.46,0,1,Millet
158,69,42,8.3,30.86,2,0.86,1.28,33.53,49.07,314.95,8.74,1.8,0,893,2,1,239.72,1,1,Millet
152,21,38,4.58,28.01,2,0.79,0.8,22.11,79.53,679.27,10.48,11.7,1,2006,2,3,162.2,0,2,Cotton
53,19,18,8.45,52.14,2,0.93,2.41,16.31,69.35,2460.18,8.27,5.91,1,1645,1,3,308.2,1,1,Wheat
47,18,37,7.21,22.86,3,0.76,2.07,36.1,51.23,1314.3,4.01,17.53,2,394,1,0,52.75,1,0,Wheat
66,81,19,7.23,30.86,1,0.44,2.79,16.11,64.07,908.88,10.66,12.45,4,1654,1,2,338.88,1,1,Wheat
82,28,69,8.37,57.34,0,0.2,0.39,22.67,78.22,1571.79,9.61,7.36,3,581,2,0,106.68,1,0,Rice
85,68,102,8.33,21.04,2,0.25,0.84,18.6,71.69,1726.2,6.67,7.89,0,1773,0,1,238.45,1,2,Wheat
153,37,33,7.09,30.84,1,0.34,2.2,13.54,77.22,1582.71,9.45,8.8,1,2316,0,0,235.82,1,2,Wheat
118,69,65,4.65,55.59,3,1.29,1.26,25.66,41.3,769.45,6.13,11.51,1,1944,2,2,78.84,0,2,Millet
60,74,90,4.64,44.44,2,1.08,0.23,15.98,78.54,2217.36,6.54,11.66,4,2381,1,3,299.43,0,2,Barley
156,72,49,4.85,16.58,2,0.68,2.68,28.49,74.39,1164.48,7.26,5.91,1,1921,0,3,303.43,0,2,Sugarcane
92,24,93,6.19,58.74,3,0.23,0.11,31.83,81.34,1184.98,6.26,9.4,4,231,1,3,343.24,2,0,Wheat
132,12,61,6.44,16.16,2,1.28,1.8,37.71,45.51,1124.57,4.24,4.33,4,1879,0,1,68.74,2,2,Sugarcane
124,61,24,6.87,28.88,0,0.98,1.14,36.52,35.09,1067.7,9.15,3.13,2,2271,1,1,209.22,2,2,Sugarcane
97,63,114,4.55,35.6,3,1.47,0.99,15.12,61.34,1728.85,11.51,7.26,2,1329,1,2,324.78,0,1,Potato
34,24,103,8.34,54.83,1,0.42,2.35,36.17,76.04,1508.81,10.79,10.55,4,2477,0,2,346.11,1,2,Rice
72,57,57,4.77,57.32,1,0.82,1.81,23.47,82.93,527.42,8.53,9.11,0,1693,0,0,172.56,0,2,Wheat
113,27,31,4.62,26.05,3,0.64,0.18,16.47,80.39,755.53,6.51,12.99,3,172,2,3,345.17,0,0,Sugarcane
150,80,70,7.55,35.51,1,0.72,2.16,19.52,84.55,2810.72,4.27,6.9,0,2488,0,3,216.08,1,2,Wheat
134,40,26,7.18,18.02,1,0.59,2.86,16.46,86.04,682.0,10.12,4.43,4,1760,2,2,87.73,1,2,Wheat
99,23,61,6.21,48.75,3,0.45,2.12,33.1,43.06,1208.07,4.25,9.6,1,317,2,0,308.35,2,0,Rice
132,14,117,8.12,44.29,1,0.44,1.3,27.93,67.6,1470.25,4.39,2.48,3,1867,2,0,94.23,1,2,Sugarcane
106,88,80,6.57,36.95,3,1.36,0.61,19.74,80.26,398.84,4.28,4.63,2,1290,2,3,63.95,2,1,Wheat
152,34,97,7.06,39.24,1,0.67,1.74,27.36,68.38,1760.73,9.58,3.72,0,165,1,0,331.61,1,0,Rice
118,82,64,5.64,54.04,2,0.46,2.25,29.8,46.85,2056.49,9.08,6.41,0,967,0,3,330.86,0,1,Rice
24,43,17,5.36,52.25,3,0.31,0.16,18.71,84.28,2807.99,9.33,14.95,0,580,0,1,168.04,0,0,Pulses
82,59,41,8.34,45.05,2,0.85,0.71,28.56,72.5,698.81,10.54,12.74,1,679,2,0,190.74,1,0,Millet
128,18,68,8.38,22.96,0,1.3,1.88,23.7,52.73,1812.02,5.69,7.79,1,1284,1,1,87.16,1,1,Rice
88,47,76,5.95,51.68,0,0.57,1.9,35.51,53.41,1972.93,9.72,18.53,3,1347,2,0,119.18,0,1,Rice
119,76,108,6.67,34.12,0,0.48,2.46,36.94,45.86,2247.14,7.21,19.02,1,115,0,1,318.62,2,0,Rice
137,21,29,8.1,17.73,2,0.54,0.51,36.99,66.7,609.31,8.8,19.03,1,1283,0,2,190.57,1,1,Millet
132,24,14,4.88,56.57,0,1.31,2.25,23.67,36.09,220.89,9.36,10.03,3,1297,1,1,221.72,0,1,Wheat
138,41,47,5.31,27.96,3,1.0,1.41,31.5,61.51,1175.79,8.24,19.41,2,578,0,1,79.81,0,0,Sugarcane
83,82,69,5.74,33.23,0,1.16,1.06,33.84,54.41,2000.44,5.78,5.44,3,2133,1,3,336.68,0,2,Rice
112,87,29,6.52,31.09,2,1.28,1.53,12.32,81.65,2639.1,6.29,13.65,1,1688,0,3,325.62,2,2,Wheat
105,71,64,5.26,59.26,3,0.61,1.06,37.98,78.44,1092.21,5.99,19.65,1,419,2,1,301.23,0,0,Sugarcane
115,43,115,5.25,53.69,0,0.38,1.78,28.33,84.09,2748.77,11.19,12.98,1,283,0,3,142.11,0,0,Rice
76,86,112,7.34,48.04,3,0.48,2.46,34.38,61.35,1174.11,8.25,7.29,4,610,2,1,104.4,1,0,Wheat
135,82,43,4.93,44.68,1,0.66,0.97,23.84,67.13,1626.78,7.98,9.63,4,1585,0,2,275.71,0,1,Rice
100,11,67,8.07,55.98,1,0.25,2.0,15.44,33.61,336.54,8.83,14.59,2,1013,0,3,172.22,1,1,Wheat
36,62,113,6.71,25.51,1,1.08,1.62,35.42,73.2,2788.03,7.08,9.89,3,1971,1,2,347.76,2,2,Rice
85,66,74,7.81,32.04,2,0.82,0.42,22.0,74.71,606.1,11.96,7.47,4,943,0,3,116.04,1,1,Cotton
135,23,18,5.39,18.14,2,1.31,0.3,14.5,87.39,1668.01,6.95,5.52,3,560,1,1,205.62,0,0,Sugarcane
21,12,55,6.14,15.81,2,0.31,2.97,25.19,33.48,1931.24,4.64,2.28,4,2157,1,2,326.09,2,2,Rice
109,16,80,7.08,40.82,1,1.32,2.45,38.35,85.38,574.18,11.57,8.9,1,1476,0,0,56.59,1,1,Millet
123,78,69,5.77,54.11,2,0.61,0.29,36.02,71.65,423.53,6.62,5.09,1,1711,0,3,213.86,0,2,Millet
27,40,20,7.68,35.82,1,0.78,1.21,34.84,84.23,1864.5,10.0,2.66,0,1473,2,3,278.66,1,1,Rice
156,23,46,7.98,36.14,1,1.24,2.11,10.43,34.5,670.22,5.73,9.16,1,2477,0,3,300.06,1,2,Wheat
42,34,62,4.99,25.96,3,0.5,2.25,29.68,49.42,1386.72,7.03,7.64,2,307,1,2,314.45,0,0,Potato
53,10,39,5.7,49.64,0,0.54,2.41,39.87,59.81,2792.6,6.36,3.56,2,1865,1,0,56.98,0,2,Rice
88,72,23,6.32,26.03,2,1.01,1.99,34.47,86.15,1695.13,6.36,18.73,3,546,1,3,212.87,2,0,Rice
33,19,31,5.25,55.81,1,0.34,0.39,25.57,73.75,2176.19,6.72,14.51,0,126,2,0,162.28,0,0,Rice
100,30,75,7.46,38.22,2,0.31,0.65,28.08,85.74,2576.02,5.59,15.02,0,1256,1,2,303.76,1,1,Rice
105,44,34,6.83,44.48,1,0.87,2.14,30.67,54.59,2491.73,9.27,8.1,2,672,0,1,277.88,2,0,Rice
94,63,90,5.64,10.63,2,0.66,1.39,34.52,51.74,1348.7,9.61,6.57,1,1056,0,3,335.8,0,1,Maize
65,27,39,5.76,23.8,0,0.86,1.97,31.11,88.02,220.91,9.68,15.21,0,522,1,0,343.15,0,0,Millet
128,11,86,7.96,39.0,0,1.22,2.77,18.56,73.82,1356.72,10.03,1.65,0,485,0,0,346.59,1,0,Wheat
142,77,113,7.5,15.88,3,1.38,1.29,16.1,54.3,510.07,6.03,13.37,0,897,0,3,134.52,1,1,Wheat
78,30,40,7.28,46.69,0,0.23,1.6,16.78,37.57,2014.89,7.3,16.96,4,485,1,1,259.32,1,0,Wheat
55,65,15,6.04,59.64,3,0.54,1.87,27.89,30.23,930.4,10.81,5.55,2,1636,1,1,214.77,2,1,Potato
98,57,22,6.23,56.65,2,0.54,1.54,34.25,55.81,2715.77,9.65,16.89,2,1156,2,0,274.63,2,1,Rice
78,57,76,5.82,38.1,1,1.34,1.09,15.92,59.27,1144.04,4.33,14.87,2,1162,0,2,261.46,0,1,Pulses
141,59,98,7.34,46.43,1,1.18,1.15,22.66,47.77,2752.0,8.89,6.48,4,40,1,1,195.12,1,0,Rice
129,34,22,7.52,39.71,2,1.5,0.69,23.01,61.67,1485.81,9.86,3.53,4,2163,2,0,239.21,1,2,Sugarcane
141,65,31,7.67,30.33,0,0.21,2.73,36.85,53.62,2066.43,4.17,9.72,0,2327,2,0,234.44,1,2,Rice
84,18,69,5.8,58.0,0,0.49,0.75,14.41,43.22,2148.47,4.64,15.96,4,1753,0,2,100.03,0,2,Barley
87,25,16,7.37,36.87,3,0.83,2.34,18.71,86.14,1339.41,10.91,9.05,1,884,2,2,212.71,1,1,Wheat
131,52,35,4.88,11.78,1,0.95,0.31,28.78,45.41,981.06,8.03,4.57,3,1055,0,1,241.16,0,1,Potato
40,67,73,7.75,34.13,0,1.19,2.97,21.45,47.93,799.73,11.89,6.54,3,2259,1,2,194.18,1,2,Wheat
88,33,72,7.68,16.56,3,0.28,1.13,30.86,53.81,614.47,7.62,16.06,1,130,1,1,150.43,1,0,Millet
85,71,99,8.48,48.93,3,1.29,2.35,10.24,81.57,2287.92,5.25,3.6,0,498,2,1,154.93,1,0,Wheat
